Frame,X,Y,Visibility,L,Theta
698,461.1,184.6,1,0.0,0.0
699,455.4,180.9,1,0.0,0.0
700,450.6,177.5,1,0.0,0.0
701,446.4,174.7,1,0.0,0.0
702,442.3,172.7,1,0.0,0.0
703,438.2,171.0,1,0.0,0.0
704,434.4,168.8,1,0.0,0.0
705,430.0,166.6,1,0.0,0.0
706,425.9,164.9,1,0.0,0.0
707,421.9,164.2,1,0.0,0.0
708,419.7,163.3,1,0.0,0.0
709,419.2,161.5,1,0.0,0.0
710,420.5,159.7,1,0.0,0.0
711,421.5,158.8,1,0.0,0.0
712,422.7,158.3,1,0.0,0.0
713,423.9,157.7,1,0.0,0.0
714,425.1,157.1,1,0.0,0.0
715,426.3,156.6,1,0.0,0.0
716,427.5,156.0,1,0.0,0.0
717,428.7,155.4,1,0.0,0.0
718,429.9,154.8,1,0.0,0.0
719,431.1,154.2,1,0.0,0.0
720,432.3,153.6,1,0.0,0.0
721,433.5,153.0,1,0.0,0.0
722,434.7,152.3,1,0.0,0.0
723,436.1,152.2,1,0.0,0.0
724,437.4,153.4,1,0.0,0.0
725,438.8,155.5,1,0.0,0.0
726,440.6,157.2,1,0.0,0.0
727,442.7,158.7,1,0.0,0.0
728,444.4,161.0,1,0.0,0.0
729,446.1,164.3,1,0.0,0.0
730,448.2,167.9,1,0.0,0.0
731,449.9,171.1,1,0.0,0.0
732,451.7,174.6,1,0.0,0.0
733,453.8,179.1,1,0.0,0.0
734,456.6,184.4,1,0.0,0.0
735,459.2,189.6,1,0.0,0.0
736,461.2,194.3,1,0.0,0.0
737,463.6,198.6,1,0.0,0.0
738,465.7,202.5,1,0.0,0.0
739,467.7,209.1,1,0.0,0.0
740,469.6,216.3,1,0.0,0.0
741,472.3,223.8,1,0.0,0.0
742,474.4,229.2,1,0.0,0.0
743,476.8,237.3,1,0.0,0.0
744,479.6,246.0,1,0.0,0.0
745,482.3,255.6,1,0.0,0.0
746,485.7,261.1,1,0.0,0.0
747,491.2,263.4,1,0.0,0.0
748,497.9,263.2,1,0.0,0.0
749,504.0,264.0,1,0.0,0.0
750,511.2,263.4,1,0.0,0.0
751,522.1,260.2,1,0.0,0.0
752,530.9,256.4,1,0.0,0.0
753,536.0,254.5,1,0.0,0.0
754,541.9,252.6,1,0.0,0.0
755,550.5,250.4,1,0.0,0.0
756,557.5,248.7,1,0.0,0.0
757,564.6,247.6,1,0.0,0.0
758,573.2,246.2,1,0.0,0.0
759,581.7,245.1,1,0.0,0.0
760,589.0,244.7,1,0.0,0.0
761,595.9,243.9,1,0.0,0.0
762,601.8,243.7,1,0.0,0.0
763,608.1,243.8,1,0.0,0.0
764,618.7,244.5,1,0.0,0.0
765,626.0,245.0,1,0.0,0.0
766,632.1,245.5,1,0.0,0.0
